datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
2011-05-19 17:00:00,2,0,1,1,22.96,26.515,78,11.0014,59,486,545
2011-05-19 18:00:00,2,0,1,1,24.6,31.06,55,11.0014,57,456,513
2011-05-19 19:00:00,2,0,1,1,23.78,27.275,60,8.9981,64,344,408
2011-05-19 20:00:00,2,0,1,1,22.14,25.76,77,19.0012,44,234,278
2011-05-19 21:00:00,2,0,1,1,22.14,25.76,77,19.0012,28,179,207
2011-05-19 22:00:00,2,0,1,3,20.5,24.24,82,19.9995,10,65,75
2011-05-19 23:00:00,2,0,1,1,19.68,23.485,94,0.0,9,63,72
2011-06-01 00:00:00,2,0,1,1,28.7,33.335,79,11.0014,10,25,35
2011-06-01 01:00:00,2,0,1,1,28.7,33.335,84,16.9979,9,2,11
2011-06-01 02:00:00,2,0,1,1,28.7,33.335,79,11.0014,0,-1,-1
2011-06-01 03:00:00,2,0,1,1,27.88,31.82,89,12.998,0,8,8
2011-06-01 04:00:00,2,0,1,2,27.88,31.82,89,15.0013,2,4,6
2011-06-01 05:00:00,2,0,1,2,27.06,29.545,89,6.0032,2,17,19
2011-06-01 06:00:00,2,0,1,2,27.88,31.82,89,6.0032,7,121,128
2011-06-01 07:00:00,2,0,1,2,28.7,33.335,79,11.0014,17,260,277
2011-06-01 08:00:00,2,0,1,2,29.52,34.85,79,12.998,37,413,450
2011-06-01 09:00:00,2,0,1,2,30.34,35.605,74,15.0013,33,171,204
2011-06-01 10:00:00,2,0,1,2,31.16,37.12,75,16.9979,32,79,111
2011-06-01 11:00:00,2,0,1,2,33.62,40.15,59,15.0013,26,83,109
2011-06-01 12:00:00,2,0,1,1,35.26,41.665,53,0.0,33,139,172
2011-06-01 13:00:00,2,0,1,1,36.9,40.91,37,12.998,28,122,150
2011-06-01 14:00:00,2,0,1,1,36.9,40.91,37,16.9979,39,100,139
2011-06-01 15:00:00,2,0,1,1,36.9,41.665,39,19.9995,25,126,151
2011-06-01 16:00:00,2,0,1,1,35.26,40.15,47,19.9995,38,230,268
2011-06-01 17:00:00,2,0,1,1,35.26,40.15,47,19.9995,53,431,484
2011-06-01 18:00:00,2,0,1,3,33.62,39.395,56,26.0027,32,278,310
2011-06-01 19:00:00,2,0,1,2,30.34,35.605,79,11.0014,18,249,267
2011-06-01 20:00:00,2,0,1,2,30.34,35.605,79,16.9979,23,231,254
2011-06-01 21:00:00,2,0,1,1,30.34,34.85,70,19.0012,30,158,188
2011-06-01 22:00:00,2,0,1,1,30.34,34.85,66,8.9981,11,115,126
2011-06-01 23:00:00,2,0,1,1,30.34,33.335,51,11.0014,8,57,65
2011-06-02 00:00:00,2,0,1,1,30.34,32.575,40,23.9994,13,32,45
2011-06-02 01:00:00,2,0,1,1,29.52,32.575,38,7.0015,3,13,16
2011-06-02 02:00:00,2,0,1,1,28.7,31.82,39,0.0,-1,2,1
2011-06-02 03:00:00,2,0,1,1,27.06,31.06,44,7.0015,1,0,1
2011-06-02 04:00:00,2,0,1,1,27.06,31.06,41,12.998,-1,-2,-3
2011-06-02 05:00:00,2,0,1,1,27.06,31.06,39,15.0013,3,29,32
2011-06-02 06:00:00,2,0,1,1,27.06,31.06,39,8.9981,7,106,113
2011-06-02 07:00:00,2,0,1,1,28.7,31.82,34,16.9979,20,286,306
2011-06-02 08:00:00,2,0,1,1,28.7,31.82,32,19.9995,23,439,462
2011-06-02 09:00:00,2,0,1,1,29.52,31.82,26,23.9994,29,197,226
2011-06-02 10:00:00,2,0,1,1,29.52,32.575,28,32.9975,31,106,137
2011-06-02 11:00:00,2,0,1,1,30.34,32.575,28,26.0027,42,120,162
2011-06-02 12:00:00,2,0,1,1,31.16,33.335,25,31.0009,39,191,230
2011-06-02 13:00:00,2,0,1,1,32.8,34.09,24,23.9994,34,168,202
2011-06-02 14:00:00,2,0,1,1,31.98,33.335,24,22.0028,43,139,182
2011-06-02 15:00:00,2,0,1,1,32.8,34.09,21,26.0027,44,136,180
2011-06-02 16:00:00,2,0,1,1,32.8,34.09,22,32.9975,63,250,313
2011-06-02 17:00:00,2,0,1,1,31.16,32.575,20,35.0008,89,486,575
2011-06-02 18:00:00,2,0,1,1,30.34,32.575,22,26.0027,73,449,522
2011-06-02 19:00:00,2,0,1,1,29.52,31.82,23,19.9995,57,323,380
2011-06-02 20:00:00,2,0,1,1,28.7,31.82,24,12.998,51,287,338
2011-06-02 21:00:00,2,0,1,1,27.06,31.06,31,12.998,32,222,254
2011-06-02 22:00:00,2,0,1,1,26.24,31.06,33,16.9979,14,144,158
2011-06-02 23:00:00,2,0,1,1,25.42,31.06,35,15.0013,21,93,114
2011-06-03 00:00:00,2,0,1,1,25.42,31.06,38,19.0012,14,50,64
2011-06-03 01:00:00,2,0,1,1,24.6,31.06,38,23.9994,6,18,24
2011-06-03 02:00:00,2,0,1,1,22.96,26.515,43,15.0013,-1,15,14
2011-06-03 03:00:00,2,0,1,1,22.14,25.76,49,15.0013,0,7,7
2011-06-03 04:00:00,2,0,1,1,21.32,25.0,48,22.0028,2,-2,0
2011-06-03 05:00:00,2,0,1,1,21.32,25.0,48,23.9994,2,23,25
2011-06-03 06:00:00,2,0,1,1,22.14,25.76,45,19.9995,6,102,108
2011-06-03 07:00:00,2,0,1,1,22.14,25.76,45,16.9979,22,246,268
2011-06-03 08:00:00,2,0,1,2,22.96,26.515,43,22.0028,27,475,502
2011-06-03 09:00:00,2,0,1,1,23.78,27.275,40,11.0014,37,189,226
2011-06-03 10:00:00,2,0,1,1,25.42,31.06,33,16.9979,54,107,161
2011-06-03 11:00:00,2,0,1,1,26.24,31.06,31,22.0028,56,131,187
2011-06-03 12:00:00,2,0,1,1,27.06,31.06,27,19.0012,51,206,257
2011-06-03 13:00:00,2,0,1,1,27.88,31.06,26,16.9979,59,190,249
2011-06-03 14:00:00,2,0,1,1,28.7,31.82,28,19.0012,65,173,238
2011-06-03 15:00:00,2,0,1,1,28.7,31.82,28,19.0012,56,156,212
2011-06-03 16:00:00,2,0,1,1,29.52,31.82,26,22.0028,61,280,341
2011-06-03 17:00:00,2,0,1,1,29.52,31.82,25,19.0012,75,486,561
2011-06-03 18:00:00,2,0,1,1,28.7,31.82,24,19.9995,76,488,564
2011-06-03 19:00:00,2,0,1,1,27.88,31.06,26,19.0012,54,341,395
2011-06-03 20:00:00,2,0,1,1,26.24,31.06,29,11.0014,56,240,296
2011-06-03 21:00:00,2,0,1,1,26.24,31.06,29,7.0015,49,194,243
2011-06-03 22:00:00,2,0,1,1,25.42,31.06,35,0.0,25,145,170
2011-06-03 23:00:00,2,0,1,1,23.78,27.275,46,7.0015,32,141,173
2011-06-04 00:00:00,2,0,0,1,22.96,26.515,52,0.0,24,67,91
2011-06-04 01:00:00,2,0,0,1,22.14,25.76,64,7.0015,14,78,92
2011-06-04 02:00:00,2,0,0,1,22.14,25.76,56,12.998,20,41,61
2011-06-04 03:00:00,2,0,0,1,21.32,25.0,59,7.0015,9,3,12
2011-06-04 04:00:00,2,0,0,1,21.32,25.0,59,6.0032,3,19,22
2011-06-04 05:00:00,2,0,0,1,20.5,24.24,64,0.0,2,2,4
2011-06-04 06:00:00,2,0,0,1,22.14,25.76,60,0.0,11,14,25
2011-06-04 07:00:00,2,0,0,1,22.96,26.515,56,0.0,26,58,84
2011-06-04 08:00:00,2,0,0,1,24.6,31.06,46,6.0032,29,102,131
2011-06-04 09:00:00,2,0,0,1,25.42,31.06,43,8.9981,55,168,223
2011-06-04 10:00:00,2,0,0,1,26.24,31.06,38,7.0015,114,204,318
2011-06-04 11:00:00,2,0,0,1,27.06,31.06,36,8.9981,119,250,369
2011-06-04 12:00:00,2,0,0,1,28.7,31.82,32,11.0014,149,270,419
2011-06-04 13:00:00,2,0,0,1,30.34,32.575,28,8.9981,190,273,463
2011-06-04 14:00:00,2,0,0,1,30.34,32.575,33,15.0013,193,259,452
2011-06-04 15:00:00,2,0,0,2,30.34,32.575,27,27.9993,179,228,407
2011-06-04 16:00:00,2,0,0,2,29.52,32.575,30,8.9981,168,272,440
2011-06-04 17:00:00,2,0,0,2,29.52,32.575,34,16.9979,143,199,342
2011-06-04 18:00:00,2,0,0,2,30.34,32.575,30,11.0014,126,213,339
2011-06-04 19:00:00,2,0,0,2,28.7,31.82,39,6.0032,79,204,283
2011-06-04 20:00:00,2,0,0,2,28.7,32.575,48,6.0032,91,151,242
2011-06-04 21:00:00,2,0,0,2,27.06,31.06,47,7.0015,46,135,181
2011-06-04 22:00:00,2,0,0,1,26.24,31.06,57,15.0013,48,139,187
2011-06-04 23:00:00,2,0,0,2,26.24,31.06,57,0.0,28,123,151
2011-06-05 00:00:00,2,0,0,1,26.24,31.06,57,6.0032,24,91,115
2011-06-05 01:00:00,2,0,0,2,26.24,31.06,61,11.0014,24,72,96
2011-06-05 02:00:00,2,0,0,2,26.24,31.06,61,11.0014,15,50,65
2011-06-05 03:00:00,2,0,0,2,25.42,30.305,65,11.0014,21,24,45
2011-06-05 04:00:00,2,0,0,2,25.42,30.305,65,11.0014,3,6,9
2011-06-05 05:00:00,2,0,0,2,25.42,30.305,61,8.9981,1,7,8
2011-06-05 06:00:00,2,0,0,2,25.42,30.305,61,7.0015,10,8,18
2011-06-05 07:00:00,2,0,0,2,24.6,29.545,73,16.9979,7,17,24
2011-06-05 08:00:00,2,0,0,2,24.6,29.545,73,16.9979,23,73,96
2011-06-05 09:00:00,2,0,0,2,24.6,28.79,78,12.998,52,111,163
2011-06-05 10:00:00,2,0,0,2,25.42,29.545,73,6.0032,82,164,246
2011-06-05 11:00:00,2,0,0,2,26.24,30.305,69,7.0015,119,213,332
2011-06-05 12:00:00,2,0,0,2,26.24,30.305,69,7.0015,121,208,329
2011-06-05 13:00:00,2,0,0,1,27.06,31.06,65,7.0015,154,212,366
2011-06-05 14:00:00,2,0,0,1,28.7,32.575,58,11.0014,161,219,380
2011-06-05 15:00:00,2,0,0,1,28.7,32.575,54,0.0,160,259,419
2011-06-05 16:00:00,2,0,0,1,29.52,33.335,51,6.0032,136,261,397
2011-06-05 17:00:00,2,0,0,1,30.34,33.335,51,0.0,127,262,389
2011-06-05 18:00:00,2,0,0,1,28.7,32.575,58,7.0015,124,238,362
2011-06-05 19:00:00,2,0,0,1,27.88,31.82,65,11.0014,108,250,358
2011-06-05 20:00:00,2,0,0,1,27.06,31.06,69,12.998,84,195,279
2011-06-05 21:00:00,2,0,0,1,26.24,30.305,73,11.0014,53,110,163
2011-06-05 22:00:00,2,0,0,1,26.24,29.545,78,15.0013,36,96,132
2011-06-05 23:00:00,2,0,0,1,25.42,29.545,78,8.9981,25,61,86
2011-06-06 00:00:00,2,0,1,1,25.42,29.545,78,8.9981,10,17,27
2011-06-06 01:00:00,2,0,1,1,24.6,28.03,83,8.9981,8,3,11
2011-06-06 02:00:00,2,0,1,1,23.78,27.275,88,7.0015,4,-2,2
2011-06-06 03:00:00,2,0,1,1,23.78,27.275,88,0.0,1,-3,-2
2011-06-06 04:00:00,2,0,1,1,22.96,26.515,94,7.0015,3,0,3
2011-06-06 05:00:00,2,0,1,1,22.96,26.515,88,6.0032,7,24,31
2011-06-06 06:00:00,2,0,1,1,23.78,27.275,88,0.0,10,100,110
2011-06-06 07:00:00,2,0,1,1,25.42,29.545,78,7.0015,18,280,298
2011-06-06 08:00:00,2,0,1,1,26.24,30.305,73,6.0032,28,417,445
2011-06-06 09:00:00,2,0,1,1,28.7,32.575,58,11.0014,25,163,188
2011-06-06 10:00:00,2,0,1,1,29.52,33.335,51,15.0013,29,61,90
2011-06-06 11:00:00,2,0,1,1,30.34,33.335,42,8.9981,37,66,103
2011-06-06 12:00:00,2,0,1,1,31.16,33.335,37,11.0014,23,131,154
2011-06-06 13:00:00,2,0,1,1,31.98,34.09,35,0.0,27,148,175
2011-06-06 14:00:00,2,0,1,1,31.98,34.09,31,8.9981,45,99,144
2011-06-06 15:00:00,2,0,1,1,32.8,34.85,29,12.998,38,126,164
2011-06-06 16:00:00,2,0,1,1,31.16,33.335,33,8.9981,33,233,266
2011-06-06 17:00:00,2,0,1,1,31.98,34.09,33,19.0012,62,516,578
2011-06-06 18:00:00,2,0,1,1,31.16,33.335,31,8.9981,56,499,555
2011-06-06 19:00:00,2,0,1,1,29.52,33.335,54,12.998,63,346,409
2011-06-06 20:00:00,2,0,1,1,27.88,31.82,61,8.9981,58,279,337
2011-06-06 21:00:00,2,0,1,1,27.06,31.06,57,6.0032,27,162,189
2011-06-06 22:00:00,2,0,1,1,27.06,31.06,61,6.0032,34,138,172
2011-06-06 23:00:00,2,0,1,1,26.24,30.305,69,6.0032,5,55,60
2011-06-07 00:00:00,2,0,1,1,26.24,30.305,65,6.0032,4,11,15
2011-06-07 01:00:00,2,0,1,1,25.42,30.305,69,8.9981,2,2,4
2011-06-07 02:00:00,2,0,1,1,24.6,29.545,73,6.0032,2,-3,-1
2011-06-07 03:00:00,2,0,1,1,24.6,29.545,73,6.0032,0,0,0
2011-06-07 04:00:00,2,0,1,1,23.78,27.275,83,8.9981,1,6,7
2011-06-07 05:00:00,2,0,1,1,23.78,27.275,88,11.0014,2,26,28
2011-06-07 06:00:00,2,0,1,1,24.6,28.79,78,8.9981,9,121,130
2011-06-07 07:00:00,2,0,1,2,26.24,30.305,69,12.998,22,311,333
2011-06-07 08:00:00,2,0,1,2,27.88,31.82,61,8.9981,44,437,481
2011-06-07 09:00:00,2,0,1,2,29.52,33.335,58,15.0013,27,187,214
2011-06-07 10:00:00,2,0,1,2,31.16,34.09,48,12.998,37,84,121
2011-06-07 11:00:00,2,0,1,2,31.16,34.85,52,16.9979,38,113,151
2011-06-07 12:00:00,2,0,1,2,32.8,36.365,46,19.0012,42,134,176
2011-06-07 13:00:00,2,0,1,2,32.8,36.365,43,16.9979,56,141,197
2011-06-07 14:00:00,2,0,1,2,32.8,36.365,43,19.0012,34,109,143
2011-06-07 15:00:00,2,0,1,2,33.62,37.12,41,22.0028,57,128,185
2011-06-07 16:00:00,2,0,1,1,32.8,35.605,38,15.0013,53,251,304
2011-06-07 17:00:00,2,0,1,1,32.8,36.365,43,16.9979,65,475,540
2011-06-07 18:00:00,2,0,1,1,31.98,34.85,46,19.0012,70,487,557
2011-06-07 19:00:00,2,0,1,1,31.16,34.09,48,16.9979,69,350,419
2011-06-07 20:00:00,2,0,1,1,30.34,34.09,56,8.9981,45,302,347
2011-06-07 21:00:00,2,0,1,1,29.52,34.09,70,8.9981,30,191,221
2011-06-07 22:00:00,2,0,1,1,28.7,32.575,65,8.9981,25,130,155
2011-06-07 23:00:00,2,0,1,1,27.88,31.82,79,7.0015,18,70,88
2011-06-08 00:00:00,2,0,1,1,27.06,29.545,89,8.9981,12,28,40
2011-06-08 01:00:00,2,0,1,1,27.06,30.305,78,0.0,2,20,22
2011-06-08 02:00:00,2,0,1,1,26.24,28.79,89,6.0032,0,11,11
2011-06-08 03:00:00,2,0,1,1,26.24,28.79,89,6.0032,1,-1,0
2011-06-08 04:00:00,2,0,1,1,25.42,28.79,83,0.0,0,3,3
2011-06-08 05:00:00,2,0,1,1,25.42,28.03,88,0.0,2,21,23
2011-06-08 06:00:00,2,0,1,1,26.24,28.79,89,8.9981,12,104,116
2011-06-08 07:00:00,2,0,1,1,27.06,31.06,74,7.0015,24,331,355
2011-06-08 08:00:00,2,0,1,1,31.16,35.605,58,11.0014,45,440,485
2011-06-08 09:00:00,2,0,1,1,31.16,35.605,58,11.0014,35,169,204
2011-06-08 10:00:00,2,0,1,1,33.62,37.12,43,15.0013,26,62,88
2011-06-08 11:00:00,2,0,1,1,34.44,37.88,41,12.998,27,107,134
2011-06-08 12:00:00,2,0,1,1,36.08,40.91,42,8.9981,14,134,148
2011-06-08 13:00:00,2,0,1,1,36.9,42.425,42,0.0,20,116,136
2011-06-08 14:00:00,2,0,1,1,37.72,43.94,40,16.9979,43,108,151
2011-06-08 15:00:00,2,0,1,1,37.72,43.94,40,11.0014,26,96,122
2011-06-08 16:00:00,2,0,1,1,37.72,43.94,40,15.0013,32,200,232
2011-06-08 17:00:00,2,0,1,1,37.72,42.425,35,15.0013,79,431,510
2011-06-08 18:00:00,2,0,1,1,36.9,40.91,37,15.0013,62,399,461
2011-06-08 19:00:00,2,0,1,1,33.62,40.15,59,8.9981,60,324,384
2011-06-08 20:00:00,2,0,1,1,32.8,39.395,63,8.9981,52,228,280
2011-06-08 21:00:00,2,0,1,1,32.8,40.15,66,8.9981,33,161,194
2011-06-08 22:00:00,2,0,1,1,31.16,37.12,75,11.0014,37,139,176
2011-06-08 23:00:00,2,0,1,1,31.16,37.12,75,12.998,17,98,115
2011-06-09 00:00:00,2,0,1,2,30.34,35.605,79,8.9981,6,36,42
2011-06-09 01:00:00,2,0,1,1,30.34,35.605,79,7.0015,2,16,18
2011-06-09 02:00:00,2,0,1,2,29.52,35.605,84,11.0014,0,12,12
2011-06-09 03:00:00,2,0,1,2,29.52,35.605,84,7.0015,0,2,2
2011-06-09 04:00:00,2,0,1,2,29.52,34.85,79,6.0032,0,3,3
2011-06-09 05:00:00,2,0,1,2,28.7,33.335,84,0.0,0,21,21
2011-06-09 06:00:00,2,0,1,2,29.52,35.605,84,6.0032,13,103,116
2011-06-09 07:00:00,2,0,1,2,29.52,34.85,79,8.9981,30,277,307
2011-06-09 08:00:00,2,0,1,2,31.16,36.365,70,7.0015,32,395,427
2011-06-09 09:00:00,2,0,1,1,34.44,39.395,49,0.0,20,151,171
2011-06-09 10:00:00,2,0,1,1,35.26,40.91,50,19.0012,22,72,94
2011-06-09 11:00:00,2,0,1,1,36.9,42.425,42,15.0013,36,84,120
2011-06-09 12:00:00,2,0,1,1,37.72,42.425,35,12.998,41,101,142
2011-06-09 13:00:00,2,0,1,1,36.9,40.91,37,6.0032,18,118,136
2011-06-09 14:00:00,2,0,1,1,37.72,43.94,40,12.998,25,93,118
2011-06-09 15:00:00,2,0,1,1,38.54,41.665,31,11.0014,16,88,104
2011-06-09 16:00:00,2,0,1,1,37.72,41.665,33,8.9981,28,168,196
2011-06-09 17:00:00,2,0,1,1,36.9,40.91,37,16.9979,53,355,408
2011-06-09 18:00:00,2,0,1,1,36.08,40.15,39,19.0012,51,417,468
2011-06-09 19:00:00,2,0,1,2,34.44,37.12,39,22.0028,53,273,326
2011-06-09 20:00:00,2,0,1,2,32.8,36.365,43,12.998,40,213,253
2011-06-09 21:00:00,2,0,1,3,31.16,34.85,52,0.0,27,148,175
2011-06-09 22:00:00,2,0,1,2,30.34,34.09,58,11.0014,21,129,150
2011-06-09 23:00:00,2,0,1,2,30.34,34.85,57,11.0014,14,83,97
2011-06-10 00:00:00,2,0,1,3,28.7,32.575,65,15.0013,6,63,69
2011-06-10 01:00:00,2,0,1,3,28.7,32.575,65,15.0013,4,14,18
2011-06-10 02:00:00,2,0,1,1,27.88,31.82,69,11.0014,6,12,18
2011-06-10 03:00:00,2,0,1,1,27.88,31.82,69,11.0014,2,-2,0
2011-06-10 04:00:00,2,0,1,1,27.06,30.305,78,11.0014,0,4,4
2011-06-10 05:00:00,2,0,1,1,27.06,30.305,78,11.0014,0,25,25
2011-06-10 06:00:00,2,0,1,1,27.06,30.305,78,6.0032,10,94,104
2011-06-10 07:00:00,2,0,1,1,29.52,34.09,66,7.0015,25,240,265
2011-06-10 08:00:00,2,0,1,1,30.34,34.09,58,8.9981,29,418,447
2011-06-10 09:00:00,2,0,1,1,31.16,34.85,55,0.0,35,174,209
2011-06-10 10:00:00,2,0,1,1,31.98,35.605,52,0.0,23,87,110
2011-06-10 11:00:00,2,0,1,1,33.62,37.88,46,0.0,46,105,151
2011-06-10 12:00:00,2,0,1,1,34.44,37.88,44,8.9981,38,168,206
2011-06-10 13:00:00,2,0,1,1,34.44,37.88,44,7.0015,38,152,190
2011-06-10 14:00:00,2,0,1,1,35.26,38.635,39,0.0,45,119,164
2011-06-10 15:00:00,2,0,1,1,34.44,37.88,44,7.0015,50,160,210
2011-06-10 16:00:00,2,0,1,1,33.62,39.395,56,19.9995,45,243,288
2011-06-10 17:00:00,2,0,1,1,33.62,38.635,52,15.0013,63,454,517
2011-06-10 18:00:00,2,0,1,1,32.8,38.635,59,15.0013,95,370,465
2011-06-10 19:00:00,2,0,1,1,31.98,37.12,59,12.998,60,242,302
2011-06-10 20:00:00,2,0,1,1,31.16,35.605,62,7.0015,51,195,246
2011-06-10 21:00:00,2,0,1,1,31.16,36.365,66,8.9981,53,162,215
2011-06-10 22:00:00,2,0,1,1,29.52,34.85,74,16.9979,38,146,184
2011-06-10 23:00:00,2,0,1,1,29.52,34.85,74,11.0014,34,113,147
2011-06-11 00:00:00,2,0,0,1,28.7,33.335,79,8.9981,28,88,116
2011-06-11 01:00:00,2,0,0,1,28.7,33.335,79,6.0032,10,66,76
2011-06-11 02:00:00,2,0,0,1,28.7,33.335,79,7.0015,8,50,58
2011-06-11 03:00:00,2,0,0,1,27.88,31.82,83,6.0032,11,15,26
2011-06-11 04:00:00,2,0,0,1,27.88,31.82,79,6.0032,4,6,10
2011-06-11 05:00:00,2,0,0,1,27.88,31.82,74,8.9981,4,15,19
2011-06-11 06:00:00,2,0,0,1,28.7,32.575,61,8.9981,9,29,38
2011-06-11 07:00:00,2,0,0,1,29.52,33.335,58,12.998,19,48,67
2011-06-11 08:00:00,2,0,0,1,30.34,34.09,58,12.998,30,110,140
2011-06-11 09:00:00,2,0,0,1,30.34,34.09,62,8.9981,58,170,228
2011-06-11 10:00:00,2,0,0,1,30.34,34.09,58,11.0014,90,171,261
2011-06-11 11:00:00,2,0,0,1,31.16,35.605,62,8.9981,108,211,319
2011-06-11 12:00:00,2,0,0,1,32.8,37.88,55,15.0013,110,240,350
2011-06-11 13:00:00,2,0,0,1,32.8,37.88,55,12.998,150,236,386
2011-06-11 14:00:00,2,0,0,1,33.62,38.635,49,7.0015,147,230,377
2011-06-11 15:00:00,2,0,0,1,33.62,38.635,49,7.0015,141,226,367
2011-06-11 16:00:00,2,0,0,2,32.8,36.365,46,12.998,168,221,389
2011-06-11 17:00:00,2,0,0,2,30.34,34.09,58,11.0014,147,192,339
2011-06-11 18:00:00,2,0,0,2,29.52,34.09,62,8.9981,131,155,286
2011-06-11 19:00:00,2,0,0,1,28.7,32.575,65,12.998,97,170,267
2011-06-11 20:00:00,2,0,0,1,27.88,31.82,74,16.9979,94,175,269
2011-06-11 21:00:00,2,0,0,1,27.06,31.06,74,15.0013,75,150,225
2011-06-11 22:00:00,2,0,0,1,27.06,30.305,78,15.0013,53,138,191
2011-06-11 23:00:00,2,0,0,1,27.06,31.06,74,7.0015,24,112,136
2011-06-12 00:00:00,2,0,0,1,27.06,30.305,78,15.0013,17,103,120
2011-06-12 01:00:00,2,0,0,1,26.24,28.79,83,7.0015,17,75,92
2011-06-12 02:00:00,2,0,0,1,26.24,28.79,89,16.9979,9,57,66
2011-06-12 03:00:00,2,0,0,1,26.24,28.79,89,19.0012,7,22,29
2011-06-12 04:00:00,2,0,0,1,25.42,28.03,88,11.0014,7,6,13
2011-06-12 05:00:00,2,0,0,1,25.42,28.03,88,15.0013,6,5,11
2011-06-12 06:00:00,2,0,0,1,25.42,28.03,88,7.0015,3,12,15
2011-06-12 07:00:00,2,0,0,1,26.24,29.545,78,7.0015,6,29,35
2011-06-12 08:00:00,2,0,0,1,28.7,33.335,74,0.0,28,60,88
2011-06-12 09:00:00,2,0,0,1,29.52,34.09,66,0.0,74,105,179
2011-06-12 10:00:00,2,0,0,1,31.16,35.605,58,6.0032,119,189,308
2011-06-12 11:00:00,2,0,0,1,31.98,36.365,55,7.0015,130,232,362
2011-06-12 12:00:00,2,0,0,1,33.62,37.88,46,0.0,176,238,414
2011-06-12 13:00:00,2,0,0,1,31.98,37.12,59,19.0012,108,261,369
2011-06-12 14:00:00,2,0,0,1,33.62,39.395,56,16.9979,97,216,313
2011-06-12 15:00:00,2,0,0,1,32.8,38.635,59,19.9995,141,222,363
2011-06-12 16:00:00,2,0,0,3,27.88,31.82,83,19.0012,114,231,345
2011-06-12 17:00:00,2,0,0,3,27.88,31.82,83,19.0012,95,156,251
2011-06-12 18:00:00,2,0,0,1,28.7,33.335,74,11.0014,70,185,255
2011-06-12 19:00:00,2,0,0,1,28.7,33.335,74,7.0015,65,157,222
2011-06-12 20:00:00,2,0,0,1,27.06,30.305,83,11.0014,61,141,202
2011-06-12 21:00:00,2,0,0,1,27.06,30.305,83,7.0015,38,98,136
2011-06-12 22:00:00,2,0,0,1,26.24,28.79,83,8.9981,28,97,125
2011-06-12 23:00:00,2,0,0,1,26.24,29.545,78,12.998,33,75,108
2011-06-13 00:00:00,2,0,1,1,26.24,29.545,78,8.9981,8,21,29
2011-06-13 01:00:00,2,0,1,1,26.24,30.305,73,15.0013,6,9,15
2011-06-13 02:00:00,2,0,1,1,25.42,29.545,73,19.0012,1,6,7
2011-06-13 03:00:00,2,0,1,1,24.6,30.305,60,32.9975,0,9,9
2011-06-13 04:00:00,2,0,1,1,22.96,26.515,64,19.9995,2,2,4
2011-06-13 05:00:00,2,0,1,1,22.14,25.76,64,26.0027,2,15,17
2011-06-13 06:00:00,2,0,1,1,22.14,25.76,64,27.9993,5,96,101
2011-06-13 07:00:00,2,0,1,1,22.96,26.515,56,23.9994,24,300,324
2011-06-13 08:00:00,2,0,1,1,23.78,27.275,49,30.0026,45,431,476
2011-06-13 09:00:00,2,0,1,1,25.42,31.06,46,23.9994,34,184,218
2011-06-13 10:00:00,2,0,1,1,26.24,31.06,41,22.0028,37,84,121
2011-06-13 11:00:00,2,0,1,1,27.06,31.06,41,19.9995,52,100,152
2011-06-13 12:00:00,2,0,1,1,27.06,31.06,41,19.0012,34,155,189
2011-06-13 13:00:00,2,0,1,1,28.7,31.82,37,0.0,52,172,224
2011-06-13 14:00:00,2,0,1,1,28.7,31.82,34,16.9979,54,145,199
2011-06-13 15:00:00,2,0,1,1,28.7,31.82,37,30.0026,58,127,185
2011-06-13 16:00:00,2,0,1,1,28.7,31.82,37,27.9993,63,261,324
2011-06-13 17:00:00,2,0,1,1,28.7,31.82,39,22.0028,70,531,601
2011-06-13 18:00:00,2,0,1,1,28.7,31.82,37,23.9994,73,511,584
2011-06-13 19:00:00,2,0,1,1,27.06,31.06,39,19.0012,75,345,420
2011-06-13 20:00:00,2,0,1,1,26.24,31.06,44,16.9979,78,251,329
2011-06-13 21:00:00,2,0,1,1,26.24,31.06,41,16.9979,39,180,219
2011-06-13 22:00:00,2,0,1,1,25.42,31.06,46,15.0013,19,109,128
2011-06-13 23:00:00,2,0,1,1,25.42,31.06,46,12.998,14,72,86
2011-06-14 00:00:00,2,0,1,1,24.6,31.06,49,12.998,12,23,35
2011-06-14 01:00:00,2,0,1,1,24.6,31.06,49,16.9979,2,7,9
2011-06-14 02:00:00,2,0,1,1,24.6,31.06,49,19.0012,3,9,12
2011-06-14 03:00:00,2,0,1,1,23.78,27.275,53,22.0028,0,-2,-2
2011-06-14 04:00:00,2,0,1,1,22.14,25.76,60,16.9979,0,4,4
2011-06-14 05:00:00,2,0,1,1,22.14,25.76,56,22.0028,2,25,27
2011-06-14 06:00:00,2,0,1,1,22.14,25.76,56,19.9995,5,107,112
2011-06-14 07:00:00,2,0,1,1,22.96,26.515,52,27.9993,18,350,368
2011-06-14 08:00:00,2,0,1,1,23.78,27.275,49,26.0027,44,439,483
2011-06-14 09:00:00,2,0,1,1,25.42,31.06,46,12.998,18,178,196
2011-06-14 10:00:00,2,0,1,1,25.42,31.06,46,15.0013,32,94,126
2011-06-14 11:00:00,2,0,1,1,26.24,31.06,41,19.0012,39,107,146
2011-06-14 12:00:00,2,0,1,1,26.24,31.06,41,23.9994,30,136,166
2011-06-14 13:00:00,2,0,1,1,26.24,31.06,44,15.0013,33,178,211
